binary_trees,121024,32244,6260,6110,11488,69212
fannkuch_redux,121024,13628,5240,5210,11456,66336
fasta,121016,16156,12850,12820,11488,67988
nbody,121016,12956,6790,6770,11472,66472
spectral_norm,121024,12180,9000,8960,11456,66404
