aha_mont64,120736,4068,21750,21730,2944,110273
crc32,120736,3868,24100,24090,2960,110348
cubic,120736,28052,9370,9290,2960,147667
edn,120736,7364,23490,23460,2960,143742
huffbench,120736,22636,17360,17330,2976,146326
matmult_int,120736,5932,19470,19450,2960,143204
md5sum,120736,21316,9620,9590,2976,146174
minver,120736,5284,5340,5320,2960,143272
nbody,120736,4084,30,20,2960,110367
nettle_aes,120736,17716,17660,17640,2976,112367
nettle_sha256,120736,10380,13600,13550,2976,145521
nsichneu,120736,31916,14760,14640,2960,143388
picojpeg,120736,18852,22810,22730,3288,145626
primecount,120736,2948,3860,3850,2976,110168
qrduino,120736,33780,17870,17780,2976,147675
sglib_combined,120736,25028,16630,16590,2976,146802
slre,120736,6732,14080,14050,3576,144145
st,120736,3292,990,980,2944,110296
statemate,120736,10972,7960,7920,2944,143680
tarfind,120736,20484,7370,7360,2976,113198
ud,120736,4220,15470,15450,2944,110571
wikisort,120736,15268,5110,5040,2976,145335
