aha_mont64,121744,4116,2490,2480,2944,110253
crc32,121744,3908,2480,2470,2960,110325
cubic,121744,28044,9820,9740,2960,147667
edn,121744,6460,2230,2210,2960,143586
huffbench,121744,7156,1790,1760,2960,143805
matmult_int,121744,4460,1710,1680,2944,143090
md5sum,121744,5916,1370,1350,2960,143729
minver,121744,5276,5540,5520,2960,143272
nbody,121744,4076,30,20,2960,110367
nettle_aes,121744,15828,1770,1740,2960,110767
nettle_sha256,121744,8996,1700,1650,2960,143973
nsichneu,121744,31268,1560,1440,2960,143306
picojpeg,121744,17956,2010,1930,3120,145421
primecount,121744,2940,4000,3990,2944,110168
qrduino,121744,18804,1860,1770,3048,145126
sglib_combined,121744,8916,1820,1780,2960,144162
slre,121744,6900,1540,1510,3536,144108
st,121744,3284,1020,1010,2944,110296
statemate,121744,10684,1520,1470,2944,143638
tarfind,121744,3708,730,710,2944,110637
ud,121744,3684,1990,1980,2944,110200
wikisort,121744,12852,1040,970,3072,145303
depthconv,121744,3404,2280,2270,2960,110205
xgboost,121744,42804,1730,1710,2960,110226
