binary_trees,125288,34376,18150,1160,0
fannkuch_redux,125288,15128,10720,1152,0
fasta,125280,16384,19300,1160,0
knucleotide,135600,40584,21810,1176,0
nbody,125280,14496,9390,1152,0
reverse_complement,135600,20408,1200,1160,0
spectral_norm,125288,13696,11690,1152,0
