binary_trees,136376,5236,400,1740,55335
fannkuch_redux,136376,5460,3760,1144,28870
nbody,136368,5932,7570,1144,31142
reverse_complement,146696,5380,970,1144,87270
spectral_norm,136376,5172,9130,1144,29578
fasta,136368,6012,11320,1864,62335
