binary_trees,125288,34376,18110,1152,0
fannkuch_redux,125288,15128,10710,1152,0
fasta,125280,16384,19240,1160,0
knucleotide,135600,40584,21830,1176,0
nbody,125280,14496,9620,1152,0
reverse_complement,135536,20408,1200,1160,0
spectral_norm,125288,13696,11680,1152,0
