binary_trees,136248,5236,390,1740,53007
fannkuch_redux,136248,5460,3750,1144,28610
fasta,136240,6012,11310,1864,61623
nbody,136240,5932,7560,1144,29614
reverse_complement,146568,5380,960,1144,86050
spectral_norm,136248,5172,9120,1144,28102
