aha_mont64,136720,15148,24570,24430,1152,97398
crc32,136720,14948,31450,31330,1152,95095
cubic,136720,39132,11050,10730,1152,128434
edn,136720,18444,21180,21010,1152,101631
huffbench,136720,33692,17110,16760,1152,132099
matmult_int,136720,17012,16230,16090,1152,98115
md5sum,136720,32388,8660,8320,1152,129269
minver,136720,16364,3900,3740,1152,99608
nbody,136720,15164,150,20,1152,96262
nettle_aes,136720,28796,14970,14780,1152,106344
nettle_sha256,136720,21452,10500,10280,1152,113308
nsichneu,136720,43004,16030,15620,1152,142654
picojpeg,136720,29932,22000,21680,1152,126509
primecount,136720,14028,4010,3880,1152,95132
qrduino,136720,44844,17640,17160,1152,154047
sglib_combined,136720,36108,18140,17760,1152,137183
slre,136720,17820,16330,16160,1152,104044
st,136720,14372,1250,1120,1152,95559
statemate,136720,22060,9230,9030,1152,107183
tarfind,136720,31564,8570,8230,1152,128725
ud,136720,15300,12590,12450,1152,97841
wikisort,136720,26356,6650,6400,1152,115208
