fannkuch_redux,136248,15676,4510,1144,97904
fasta,136240,18204,11620,1528,103720
knucleotide,146560,40404,10350,1160,213009
nbody,136240,15004,7670,1144,96144
spectral_norm,136248,14228,9230,1144,94820
binary_trees,136248,34284,7480,1144,129535
reverse_complement,146568,20508,1180,1144,109252
