binary_trees,129752,35408,7770,1164,334067
fannkuch_redux,129752,16160,4730,1164,136204
fasta,129744,17416,15670,1164,277543
knucleotide,140056,41616,10480,1180,388170
nbody,129744,15528,7610,1164,134204
reverse_complement,140064,21440,1250,1164,250228
spectral_norm,129752,14728,9380,1164,130868
