binary_trees,125288,34376,18120,1152,0
fannkuch_redux,125288,15128,10710,1152,0
fasta,125280,16384,19290,1160,0
knucleotide,135592,40584,21940,1176,0
nbody,125280,14496,9330,1152,0
reverse_complement,135600,20408,1190,1160,0
spectral_norm,125288,13696,11700,1152,0
