binary_trees,136184,5236,387,1748,53007
fannkuch_redux,136184,5460,3700,1152,28610
fasta,136176,6012,11313,1872,61623
nbody,136176,5932,7585,1152,29614
reverse_complement,146504,5380,957,1152,86050
spectral_norm,136184,5172,9117,1152,28102
