binary_trees,125280,34376,18070,1160,0
fannkuch_redux,125280,15128,10550,1152,0
fasta,125272,16384,19290,1160,0
knucleotide,135584,40584,21920,1168,0
nbody,125272,14496,9330,1152,0
reverse_complement,135528,20408,1190,1152,0
spectral_norm,125280,13696,11660,1152,0
